"x","y","Ind"
3644500,2433500,12
3645500,2433500,87.5
3646500,2433500,29
3648500,2433500,2
3649500,2433500,17
3650500,2433500,8
3651500,2433500,19
3652500,2433500,9
3653500,2433500,6
3654500,2433500,12
3655500,2433500,17
3658500,2433500,10
3659500,2433500,1
3662500,2433500,6
3665500,2433500,4
3666500,2433500,5
3667500,2433500,1
3668500,2433500,1
3673500,2433500,5
3674500,2433500,48
3675500,2433500,68
3676500,2433500,24
3677500,2433500,3
3678500,2433500,14
3679500,2433500,19.5
3680500,2433500,14
3681500,2433500,14
3682500,2433500,9
3683500,2433500,6
3684500,2433500,23.5
3685500,2433500,13
3686500,2433500,13
3687500,2433500,26
3688500,2433500,16
3691500,2433500,13
3692500,2433500,13
3693500,2433500,7
3694500,2433500,7
3695500,2433500,7
3696500,2433500,11
3697500,2433500,16
3699500,2433500,11
3619500,2434500,6
3620500,2434500,8
3621500,2434500,3
3622500,2434500,28
3623500,2434500,7
3624500,2434500,33
3625500,2434500,16
3626500,2434500,4
3628500,2434500,17
3629500,2434500,1
3630500,2434500,40
3631500,2434500,12
3632500,2434500,97
3633500,2434500,19
3634500,2434500,34.5
3635500,2434500,28
3637500,2434500,52
3638500,2434500,4
3639500,2434500,6
3640500,2434500,31
3641500,2434500,11
3642500,2434500,7
3643500,2434500,6
3644500,2434500,36
3645500,2434500,43
3646500,2434500,4
3647500,2434500,8
3648500,2434500,9
3649500,2434500,9
3650500,2434500,8
3651500,2434500,18
3652500,2434500,82
3653500,2434500,11
3654500,2434500,2
3655500,2434500,3
3661500,2434500,6
3662500,2434500,60
3664500,2434500,4
3665500,2434500,13
3668500,2434500,30
3669500,2434500,12
3671500,2434500,33
3672500,2434500,10
3673500,2434500,20
3674500,2434500,31
3675500,2434500,12
3676500,2434500,15
3677500,2434500,5
3678500,2434500,28
3679500,2434500,113
3680500,2434500,21
3681500,2434500,2
3682500,2434500,4
3683500,2434500,10.5
3684500,2434500,8
3685500,2434500,10
3686500,2434500,8
3687500,2434500,15
3688500,2434500,52
3690500,2434500,4
3691500,2434500,12
3692500,2434500,6
3693500,2434500,11
3695500,2434500,8
3696500,2434500,13
3697500,2434500,5
3698500,2434500,3
3699500,2434500,4
3619500,2435500,17
3620500,2435500,2
3621500,2435500,8
3622500,2435500,37
3623500,2435500,20
3624500,2435500,14
3625500,2435500,23
3628500,2435500,1
3629500,2435500,16
3630500,2435500,34
3631500,2435500,20
3632500,2435500,31
3633500,2435500,53
3634500,2435500,41
3635500,2435500,4
3637500,2435500,8
3638500,2435500,3
3639500,2435500,5
3640500,2435500,12
3641500,2435500,10
3642500,2435500,6
3643500,2435500,7
3644500,2435500,41
3645500,2435500,8
3646500,2435500,3
3647500,2435500,3
3648500,2435500,1
3649500,2435500,7
3650500,2435500,6
3651500,2435500,4
3652500,2435500,115.5
3653500,2435500,22
3654500,2435500,18
3655500,2435500,2
3656500,2435500,3
3660500,2435500,8
3662500,2435500,14
3663500,2435500,6
3664500,2435500,95
3665500,2435500,45.5
3667500,2435500,5
3668500,2435500,3
3669500,2435500,36
3670500,2435500,24
3671500,2435500,19
3673500,2435500,3
3675500,2435500,125.5
3676500,2435500,5
3677500,2435500,15
3678500,2435500,3
3679500,2435500,23
3680500,2435500,22
3681500,2435500,60
3682500,2435500,54
3683500,2435500,29
3684500,2435500,3
3685500,2435500,28
3686500,2435500,28
3687500,2435500,20
3688500,2435500,25
3689500,2435500,12
3690500,2435500,1
3692500,2435500,6
3693500,2435500,9
3694500,2435500,9
3695500,2435500,27
3697500,2435500,48
3698500,2435500,19
3619500,2436500,3
3620500,2436500,11
3621500,2436500,10
3622500,2436500,46
3623500,2436500,55.5
3624500,2436500,9
3625500,2436500,4
3626500,2436500,17
3627500,2436500,20
3628500,2436500,83
3629500,2436500,60
3630500,2436500,34
3631500,2436500,27
3632500,2436500,42.5
3633500,2436500,24
3634500,2436500,15
3635500,2436500,3
3636500,2436500,10
3637500,2436500,14
3638500,2436500,12
3639500,2436500,5
3640500,2436500,2
3641500,2436500,11
3642500,2436500,9
3643500,2436500,18
3644500,2436500,7
3645500,2436500,13
3646500,2436500,5
3647500,2436500,2
3648500,2436500,2
3649500,2436500,7
3650500,2436500,13
3651500,2436500,35
3652500,2436500,27
3653500,2436500,2
3654500,2436500,5
3655500,2436500,8
3660500,2436500,6
3661500,2436500,8.5
3662500,2436500,1
3663500,2436500,5
3668500,2436500,6.5
3669500,2436500,5
3670500,2436500,1
3675500,2436500,31
3676500,2436500,5
3677500,2436500,120.5
3678500,2436500,34
3679500,2436500,2
3680500,2436500,87
3681500,2436500,564.5
3682500,2436500,138
3683500,2436500,15
3684500,2436500,12
3685500,2436500,6
3686500,2436500,17
3687500,2436500,19
3688500,2436500,35.5
3689500,2436500,18
3690500,2436500,6
3691500,2436500,5
3692500,2436500,16
3693500,2436500,1
3694500,2436500,15
3695500,2436500,6
3696500,2436500,8
3697500,2436500,11
3698500,2436500,19
3699500,2436500,2
3619500,2437500,2
3620500,2437500,4
3621500,2437500,29
3622500,2437500,4.5
3623500,2437500,25.5
3624500,2437500,15
3626500,2437500,11
3627500,2437500,39.5
3628500,2437500,341
3629500,2437500,140
3630500,2437500,59
3631500,2437500,12
3635500,2437500,6
3636500,2437500,20
3637500,2437500,7
3638500,2437500,10
3639500,2437500,6.5
3640500,2437500,37
3641500,2437500,14
3642500,2437500,19
3643500,2437500,4
3644500,2437500,12
3645500,2437500,20
3647500,2437500,10
3648500,2437500,34
3649500,2437500,3
3651500,2437500,2
3652500,2437500,9
3653500,2437500,6.5
3655500,2437500,6
3656500,2437500,31
3657500,2437500,6
3659500,2437500,1
3660500,2437500,20
3661500,2437500,40
3667500,2437500,7
3668500,2437500,3
3669500,2437500,2
3671500,2437500,5
3672500,2437500,9
3673500,2437500,4
3674500,2437500,15.5
3675500,2437500,2
3677500,2437500,5
3678500,2437500,3
3679500,2437500,6
3680500,2437500,94
3681500,2437500,49
3682500,2437500,6
3683500,2437500,51
3684500,2437500,2
3685500,2437500,22
3686500,2437500,24
3687500,2437500,30
3688500,2437500,17
3689500,2437500,61.5
3690500,2437500,13
3691500,2437500,21
3692500,2437500,3
3693500,2437500,9
3694500,2437500,6
3695500,2437500,23
3696500,2437500,4
3697500,2437500,10
3698500,2437500,3
3699500,2437500,6
3621500,2438500,5
3622500,2438500,2
3623500,2438500,21.5
3626500,2438500,11
3627500,2438500,36
3628500,2438500,26
3629500,2438500,39
3630500,2438500,28
3631500,2438500,7
3632500,2438500,15
3636500,2438500,5
3637500,2438500,10
3638500,2438500,2
3639500,2438500,20
3640500,2438500,16
3641500,2438500,6
3642500,2438500,19.5
3643500,2438500,3
3644500,2438500,65
3645500,2438500,6
3646500,2438500,2
3647500,2438500,6
3648500,2438500,17
3649500,2438500,2
3650500,2438500,23.5
3651500,2438500,4
3652500,2438500,2
3653500,2438500,3
3655500,2438500,3
3656500,2438500,68
3657500,2438500,9
3658500,2438500,6
3659500,2438500,6
3660500,2438500,9
3661500,2438500,16
3662500,2438500,9.5
3666500,2438500,7
3667500,2438500,13
3670500,2438500,45
3671500,2438500,13
3672500,2438500,4
3673500,2438500,37
3674500,2438500,71
3675500,2438500,2
3676500,2438500,23
3677500,2438500,11
3678500,2438500,5
3679500,2438500,19
3680500,2438500,16
3681500,2438500,69.5
3682500,2438500,1.5
3683500,2438500,27
3684500,2438500,26
3685500,2438500,28
3686500,2438500,39
3687500,2438500,13
3688500,2438500,4
3689500,2438500,3
3690500,2438500,9
3691500,2438500,17
3693500,2438500,17
3695500,2438500,7
3696500,2438500,6
3697500,2438500,18
3698500,2438500,8
3699500,2438500,6
3627500,2439500,34.5
3628500,2439500,6
3629500,2439500,15
3630500,2439500,40
3631500,2439500,19
3632500,2439500,18
3633500,2439500,17
3634500,2439500,10
3635500,2439500,37
3636500,2439500,38.5
3637500,2439500,34
3638500,2439500,15
3639500,2439500,24
3640500,2439500,19
3641500,2439500,3
3642500,2439500,9
3643500,2439500,42
3644500,2439500,17
3645500,2439500,44
3646500,2439500,12
3648500,2439500,4
3649500,2439500,16
3650500,2439500,33
3651500,2439500,42
3653500,2439500,1
3654500,2439500,1
3655500,2439500,5
3657500,2439500,5
3660500,2439500,4
3661500,2439500,1
3667500,2439500,4
3668500,2439500,1
3669500,2439500,3
3670500,2439500,82.5
3671500,2439500,140
3672500,2439500,50
3673500,2439500,19
3674500,2439500,14
3675500,2439500,80
3676500,2439500,28
3677500,2439500,14
3678500,2439500,14
3679500,2439500,8
3681500,2439500,11
3682500,2439500,20
3683500,2439500,12
3684500,2439500,10
3685500,2439500,8
3686500,2439500,3
3687500,2439500,8
3688500,2439500,12
3689500,2439500,15
3690500,2439500,4
3691500,2439500,9
3693500,2439500,3
3694500,2439500,31
3695500,2439500,6
3696500,2439500,5
3697500,2439500,46
3698500,2439500,3
3700500,2439500,12
3701500,2439500,9
3627500,2440500,16.5
3628500,2440500,5
3629500,2440500,23
3630500,2440500,11
3631500,2440500,1
3632500,2440500,4
3633500,2440500,8
3634500,2440500,38
3635500,2440500,14
3636500,2440500,100
3637500,2440500,78
3638500,2440500,27
3639500,2440500,14
3640500,2440500,23
3641500,2440500,31
3642500,2440500,18
3643500,2440500,48
3644500,2440500,43.5
3645500,2440500,6
3646500,2440500,26
3647500,2440500,6
3648500,2440500,18
3649500,2440500,22
3650500,2440500,20
3655500,2440500,2
3656500,2440500,2
3657500,2440500,2
3658500,2440500,4
3659500,2440500,2
3660500,2440500,13
3663500,2440500,10
3665500,2440500,60.5
3666500,2440500,30
3667500,2440500,8
3668500,2440500,17
3669500,2440500,28
3670500,2440500,58
3671500,2440500,59
3673500,2440500,7
3674500,2440500,7
3675500,2440500,7
3676500,2440500,12
3678500,2440500,24
3679500,2440500,4
3680500,2440500,17
3681500,2440500,35
3682500,2440500,10
3683500,2440500,4
3684500,2440500,8
3685500,2440500,10
3686500,2440500,18
3687500,2440500,11
3688500,2440500,12
3689500,2440500,24
3690500,2440500,8
3691500,2440500,7
3692500,2440500,1
3693500,2440500,2
3695500,2440500,22
3696500,2440500,8
3697500,2440500,18
3698500,2440500,6
3699500,2440500,9
3700500,2440500,3
3701500,2440500,5
3629500,2441500,14
3630500,2441500,7
3631500,2441500,1
3632500,2441500,29
3633500,2441500,14
3634500,2441500,21
3635500,2441500,73
3636500,2441500,46
3637500,2441500,212.5
3638500,2441500,703.5
3639500,2441500,65
3640500,2441500,62
3641500,2441500,56
3642500,2441500,52
3643500,2441500,111
3644500,2441500,29
3645500,2441500,25
3646500,2441500,34
3647500,2441500,70
3648500,2441500,24
3649500,2441500,11
3650500,2441500,9
3651500,2441500,3
3652500,2441500,19
3654500,2441500,3
3655500,2441500,3
3663500,2441500,6
3664500,2441500,12.5
3665500,2441500,1
3666500,2441500,2
3668500,2441500,32
3669500,2441500,5
3670500,2441500,13
3671500,2441500,11
3672500,2441500,48
3673500,2441500,15
3674500,2441500,3
3675500,2441500,21
3676500,2441500,5
3677500,2441500,9
3678500,2441500,2
3679500,2441500,25
3680500,2441500,9
3681500,2441500,9
3682500,2441500,5
3683500,2441500,25
3684500,2441500,24
3685500,2441500,10
3686500,2441500,22
3687500,2441500,11
3688500,2441500,20
3689500,2441500,7
3690500,2441500,1
3691500,2441500,12
3692500,2441500,6
3693500,2441500,2
3695500,2441500,7
3696500,2441500,17
3697500,2441500,12
3698500,2441500,7
3699500,2441500,7
3700500,2441500,14
3701500,2441500,11
3632500,2442500,46
3633500,2442500,23
3634500,2442500,93
3635500,2442500,26.5
3636500,2442500,15
3637500,2442500,59
3638500,2442500,752
3639500,2442500,793.5
3640500,2442500,107.5
3641500,2442500,53
3642500,2442500,28
3643500,2442500,351
3644500,2442500,62.5
3645500,2442500,22
3646500,2442500,14
3647500,2442500,105
3648500,2442500,28
3649500,2442500,10
3651500,2442500,6
3654500,2442500,2
3657500,2442500,18
3658500,2442500,2
3659500,2442500,11
3662500,2442500,31
3663500,2442500,55
3664500,2442500,13
3665500,2442500,94
3666500,2442500,80
3667500,2442500,53
3668500,2442500,84.5
3669500,2442500,2
3670500,2442500,31
3671500,2442500,20
3672500,2442500,1
3673500,2442500,8
3674500,2442500,13
3675500,2442500,20
3676500,2442500,44.5
3677500,2442500,23
3678500,2442500,21
3679500,2442500,31
3680500,2442500,84
3681500,2442500,4
3682500,2442500,5
3683500,2442500,4
3684500,2442500,24
3685500,2442500,16
3686500,2442500,48
3687500,2442500,14
3689500,2442500,33
3690500,2442500,55
3691500,2442500,18
3692500,2442500,8
3693500,2442500,6
3694500,2442500,100.5
3695500,2442500,26
3696500,2442500,10
3697500,2442500,4
3698500,2442500,8
3699500,2442500,20
3700500,2442500,11
3701500,2442500,4
3632500,2443500,6
3633500,2443500,8
3634500,2443500,7
3636500,2443500,9
3637500,2443500,28
3638500,2443500,30
3639500,2443500,130.5
3640500,2443500,126.5
3641500,2443500,99
3642500,2443500,55.5
3643500,2443500,163
3644500,2443500,34
3645500,2443500,6
3646500,2443500,25
3647500,2443500,23
3648500,2443500,16
3651500,2443500,2
3652500,2443500,4
3657500,2443500,47
3662500,2443500,35
3663500,2443500,43
3664500,2443500,20
3665500,2443500,174
3666500,2443500,655.5
3667500,2443500,284
3668500,2443500,7
3669500,2443500,27
3670500,2443500,26
3671500,2443500,103
3672500,2443500,23
3673500,2443500,16
3674500,2443500,18
3675500,2443500,13
3676500,2443500,217
3677500,2443500,13
3678500,2443500,24
3679500,2443500,195
3680500,2443500,270.5
3681500,2443500,40
3682500,2443500,126
3683500,2443500,56
3684500,2443500,23
3685500,2443500,25
3686500,2443500,3
3687500,2443500,5
3689500,2443500,3
3690500,2443500,16
3691500,2443500,8
3693500,2443500,52.5
3694500,2443500,210
3695500,2443500,15
3697500,2443500,2
3698500,2443500,2
3699500,2443500,17
3700500,2443500,22
3633500,2444500,30.5
3634500,2444500,4
3635500,2444500,25
3636500,2444500,159.5
3637500,2444500,30
3638500,2444500,48
3639500,2444500,56.5
3640500,2444500,36
3641500,2444500,46
3642500,2444500,13
3643500,2444500,31
3644500,2444500,18
3645500,2444500,38
3646500,2444500,8
3647500,2444500,11
3648500,2444500,46
3649500,2444500,33
3654500,2444500,4
3660500,2444500,7
3663500,2444500,6
3664500,2444500,6
3665500,2444500,181
3666500,2444500,529.5
3667500,2444500,376
3668500,2444500,10
3669500,2444500,79
3670500,2444500,22.5
3671500,2444500,57.5
3672500,2444500,16
3673500,2444500,47
3674500,2444500,10
3675500,2444500,35
3676500,2444500,48
3677500,2444500,3
3678500,2444500,6
3679500,2444500,63
3680500,2444500,9
3681500,2444500,5
3682500,2444500,4
3683500,2444500,10
3684500,2444500,9
3685500,2444500,11
3686500,2444500,15
3687500,2444500,2
3688500,2444500,6
3689500,2444500,18
3690500,2444500,5
3691500,2444500,7
3692500,2444500,13
3693500,2444500,12
3694500,2444500,8
3695500,2444500,6
3696500,2444500,4
3697500,2444500,10
3699500,2444500,11
3701500,2444500,26
3633500,2445500,13
3634500,2445500,15.5
3635500,2445500,28
3636500,2445500,18
3637500,2445500,65
3638500,2445500,43
3639500,2445500,34
3640500,2445500,37
3641500,2445500,59
3642500,2445500,2
3643500,2445500,43
3644500,2445500,26
3645500,2445500,2
3646500,2445500,28
3647500,2445500,6
3648500,2445500,2
3652500,2445500,3
3653500,2445500,2
3654500,2445500,4
3659500,2445500,5
3663500,2445500,15
3664500,2445500,5
3665500,2445500,35
3666500,2445500,57
3667500,2445500,3
3668500,2445500,42
3669500,2445500,212
3670500,2445500,56
3671500,2445500,20
3672500,2445500,13
3673500,2445500,15
3674500,2445500,36
3675500,2445500,11
3676500,2445500,13
3677500,2445500,10
3678500,2445500,3
3679500,2445500,11
3680500,2445500,2
3681500,2445500,40
3682500,2445500,25
3683500,2445500,15
3684500,2445500,13
3685500,2445500,19
3686500,2445500,28
3687500,2445500,1
3688500,2445500,17
3689500,2445500,15
3690500,2445500,2
3692500,2445500,1
3693500,2445500,16
3694500,2445500,16
3695500,2445500,1
3696500,2445500,9
3697500,2445500,2
3698500,2445500,4
3699500,2445500,2
3632500,2446500,35
3634500,2446500,22
3635500,2446500,8
3636500,2446500,31
3637500,2446500,58
3638500,2446500,26
3639500,2446500,26
3640500,2446500,23
3641500,2446500,57
3642500,2446500,22
3643500,2446500,4
3644500,2446500,15
3645500,2446500,31
3646500,2446500,36
3647500,2446500,4
3648500,2446500,25
3649500,2446500,4
3652500,2446500,4
3653500,2446500,4
3656500,2446500,12
3657500,2446500,4
3658500,2446500,26
3662500,2446500,3
3663500,2446500,78
3664500,2446500,37
3665500,2446500,8
3666500,2446500,35
3667500,2446500,36
3668500,2446500,9
3669500,2446500,44
3670500,2446500,8
3671500,2446500,19
3672500,2446500,15
3673500,2446500,108
3674500,2446500,20
3675500,2446500,37
3676500,2446500,10
3677500,2446500,12
3678500,2446500,27
3679500,2446500,8
3680500,2446500,21
3681500,2446500,8
3682500,2446500,2
3683500,2446500,8
3684500,2446500,10
3685500,2446500,7
3686500,2446500,3
3687500,2446500,7
3688500,2446500,8
3689500,2446500,30
3690500,2446500,11
3691500,2446500,2
3692500,2446500,9
3693500,2446500,21
3694500,2446500,20
3695500,2446500,7
3696500,2446500,2
3697500,2446500,9
3698500,2446500,10
3699500,2446500,1
3632500,2447500,27
3633500,2447500,22
3634500,2447500,46
3635500,2447500,26
3636500,2447500,2
3638500,2447500,31
3639500,2447500,61
3640500,2447500,104
3641500,2447500,36.5
3642500,2447500,72.5
3643500,2447500,15
3644500,2447500,2
3645500,2447500,16
3646500,2447500,244.5
3647500,2447500,4
3648500,2447500,1
3649500,2447500,7
3652500,2447500,9
3653500,2447500,2
3655500,2447500,4
3656500,2447500,20
3657500,2447500,16
3658500,2447500,96
3659500,2447500,49.5
3660500,2447500,22
3661500,2447500,18
3662500,2447500,73
3664500,2447500,55
3665500,2447500,22
3666500,2447500,11
3667500,2447500,22
3668500,2447500,23
3669500,2447500,41
3670500,2447500,16
3671500,2447500,15
3672500,2447500,22
3673500,2447500,50
3674500,2447500,31
3676500,2447500,28
3677500,2447500,85
3678500,2447500,15
3679500,2447500,6
3680500,2447500,16
3681500,2447500,13
3682500,2447500,11
3683500,2447500,2
3684500,2447500,42
3685500,2447500,4
3686500,2447500,11
3687500,2447500,12.5
3688500,2447500,10
3690500,2447500,5
3691500,2447500,9
3692500,2447500,1
3693500,2447500,17
3694500,2447500,6.5
3695500,2447500,11
3632500,2448500,41
3633500,2448500,30.5
3634500,2448500,42
3635500,2448500,9
3636500,2448500,5
3637500,2448500,17
3638500,2448500,19
3639500,2448500,21
3640500,2448500,18
3641500,2448500,17
3642500,2448500,41
3643500,2448500,7.5
3645500,2448500,29
3646500,2448500,120
3647500,2448500,34
3649500,2448500,4
3650500,2448500,1
3651500,2448500,15
3652500,2448500,12
3654500,2448500,1
3655500,2448500,13
3657500,2448500,17
3658500,2448500,8.5
3659500,2448500,11
3660500,2448500,3
3661500,2448500,25
3662500,2448500,8
3663500,2448500,21
3664500,2448500,218
3665500,2448500,14
3666500,2448500,14
3667500,2448500,11
3668500,2448500,24
3669500,2448500,225
3670500,2448500,2
3671500,2448500,25.5
3672500,2448500,42
3673500,2448500,15
3674500,2448500,24
3675500,2448500,46
3676500,2448500,9
3677500,2448500,65
3678500,2448500,6
3679500,2448500,6
3680500,2448500,33.5
3681500,2448500,13
3682500,2448500,10
3683500,2448500,50
3685500,2448500,2
3686500,2448500,16
3687500,2448500,9
3689500,2448500,20
3690500,2448500,1
3691500,2448500,26
3692500,2448500,12
3694500,2448500,26
3695500,2448500,2
3632500,2449500,36
3633500,2449500,7
3634500,2449500,8
3635500,2449500,10
3636500,2449500,56.5
3637500,2449500,67
3638500,2449500,23.5
3639500,2449500,58
3640500,2449500,58
3641500,2449500,19
3642500,2449500,12
3643500,2449500,29
3644500,2449500,6
3645500,2449500,1
3646500,2449500,44
3647500,2449500,12
3649500,2449500,3.5
3651500,2449500,57
3652500,2449500,28
3653500,2449500,3
3654500,2449500,36
3657500,2449500,2
3660500,2449500,2
3661500,2449500,6
3662500,2449500,19
3663500,2449500,30
3664500,2449500,376
3665500,2449500,4
3666500,2449500,11
3667500,2449500,6
3668500,2449500,48
3669500,2449500,34
3670500,2449500,19
3671500,2449500,7
3672500,2449500,16
3673500,2449500,18
3674500,2449500,22
3675500,2449500,20
3676500,2449500,3
3677500,2449500,2
3678500,2449500,2
3679500,2449500,36
3680500,2449500,59
3681500,2449500,46
3682500,2449500,11
3683500,2449500,5
3684500,2449500,42
3685500,2449500,56.5
3686500,2449500,30
3687500,2449500,7
3688500,2449500,11
3689500,2449500,18
3692500,2449500,2
3693500,2449500,3
3634500,2450500,2
3635500,2450500,7
3636500,2450500,15
3637500,2450500,44
3638500,2450500,26
3639500,2450500,22
3640500,2450500,38
3641500,2450500,23
3642500,2450500,8
3643500,2450500,11
3644500,2450500,3
3645500,2450500,26
3646500,2450500,64
3647500,2450500,2
3651500,2450500,6
3653500,2450500,4
3654500,2450500,2
3656500,2450500,1
3657500,2450500,7
3658500,2450500,5
3660500,2450500,6
3662500,2450500,6
3663500,2450500,15
3664500,2450500,51.5
3665500,2450500,7
3666500,2450500,19
3667500,2450500,22
3668500,2450500,4
3669500,2450500,57
3670500,2450500,8
3671500,2450500,22
3672500,2450500,20
3673500,2450500,29
3674500,2450500,70
3675500,2450500,2
3676500,2450500,13
3677500,2450500,24
3678500,2450500,4
3679500,2450500,228.5
3680500,2450500,1044
3681500,2450500,89
3682500,2450500,15
3683500,2450500,23
3684500,2450500,15
3685500,2450500,39
3686500,2450500,12
3688500,2450500,5
3690500,2450500,5
3691500,2450500,8
3692500,2450500,2
3693500,2450500,9
3695500,2450500,1
3697500,2450500,3
3638500,2451500,27
3639500,2451500,48.5
3640500,2451500,9
3641500,2451500,26
3642500,2451500,39
3643500,2451500,3
3644500,2451500,17
3645500,2451500,27.5
3646500,2451500,50
3647500,2451500,11
3649500,2451500,4
3650500,2451500,3
3653500,2451500,13
3654500,2451500,2
3655500,2451500,3
3657500,2451500,12
3658500,2451500,88
3660500,2451500,3
3663500,2451500,6
3664500,2451500,18
3665500,2451500,28
3666500,2451500,45
3667500,2451500,7
3668500,2451500,21
3669500,2451500,28
3671500,2451500,2
3672500,2451500,1
3674500,2451500,114.5
3675500,2451500,33
3676500,2451500,32
3677500,2451500,171
3678500,2451500,59.5
3679500,2451500,340.5
3680500,2451500,1422
3681500,2451500,204
3682500,2451500,4
3683500,2451500,10
3684500,2451500,20
3686500,2451500,7
3687500,2451500,24
3688500,2451500,3
3690500,2451500,4
3691500,2451500,218
3692500,2451500,150.5
3693500,2451500,2
3696500,2451500,6
3638500,2452500,61
3639500,2452500,1
3640500,2452500,110
3641500,2452500,10
3642500,2452500,64
3643500,2452500,24
3644500,2452500,8
3645500,2452500,25.5
3646500,2452500,21
3648500,2452500,8
3649500,2452500,2
3650500,2452500,13
3652500,2452500,2
3653500,2452500,52
3654500,2452500,9
3655500,2452500,1
3656500,2452500,8
3657500,2452500,2
3658500,2452500,2
3659500,2452500,6
3663500,2452500,2
3664500,2452500,10.5
3665500,2452500,137
3666500,2452500,56
3667500,2452500,20
3668500,2452500,11
3669500,2452500,5
3672500,2452500,3
3673500,2452500,24
3674500,2452500,8
3675500,2452500,33
3676500,2452500,78
3677500,2452500,197.5
3678500,2452500,46
3679500,2452500,326.5
3680500,2452500,364
3681500,2452500,81
3682500,2452500,6.5
3683500,2452500,10
3684500,2452500,46
3685500,2452500,12
3686500,2452500,4
3687500,2452500,22
3688500,2452500,9
3689500,2452500,13
3690500,2452500,12
3691500,2452500,53.5
3692500,2452500,23
3693500,2452500,18
3694500,2452500,2
3695500,2452500,2
3638500,2453500,20
3639500,2453500,15
3640500,2453500,85
3641500,2453500,16
3642500,2453500,15
3643500,2453500,15
3644500,2453500,73
3645500,2453500,30
3650500,2453500,55.5
3651500,2453500,9
3652500,2453500,63
3653500,2453500,26
3654500,2453500,9
3655500,2453500,3
3658500,2453500,10.5
3659500,2453500,13
3660500,2453500,7
3663500,2453500,11
3665500,2453500,3
3666500,2453500,3
3667500,2453500,1
3668500,2453500,33
3672500,2453500,100
3673500,2453500,125
3674500,2453500,24.5
3675500,2453500,25
3676500,2453500,4
3677500,2453500,41
3678500,2453500,70
3679500,2453500,34.5
3680500,2453500,19
3681500,2453500,30
3682500,2453500,26.5
3683500,2453500,28
3684500,2453500,12
3685500,2453500,5
3686500,2453500,16
3687500,2453500,1
3689500,2453500,5
3690500,2453500,23
3691500,2453500,6
3693500,2453500,1
3694500,2453500,2
3695500,2453500,10
3696500,2453500,7
3638500,2454500,16
3639500,2454500,71
3640500,2454500,1.5
3641500,2454500,5
3642500,2454500,7
3643500,2454500,21
3644500,2454500,12
3645500,2454500,14
3646500,2454500,3
3647500,2454500,14
3649500,2454500,77
3650500,2454500,414
3651500,2454500,7
3653500,2454500,2
3654500,2454500,59
3655500,2454500,9
3656500,2454500,8
3658500,2454500,19
3659500,2454500,16
3660500,2454500,13.5
3661500,2454500,4
3664500,2454500,4
3665500,2454500,14
3666500,2454500,10
3671500,2454500,18
3672500,2454500,39
3673500,2454500,2
3674500,2454500,8
3675500,2454500,16
3676500,2454500,28
3677500,2454500,40
3678500,2454500,132.5
3679500,2454500,96
3680500,2454500,95.5
3681500,2454500,13
3683500,2454500,64
3684500,2454500,17
3687500,2454500,7
3688500,2454500,11
3690500,2454500,5
3691500,2454500,13
3692500,2454500,4
3693500,2454500,7
3694500,2454500,10
3695500,2454500,20
3697500,2454500,5
3641500,2455500,13
3642500,2455500,10
3643500,2455500,2
3644500,2455500,18
3645500,2455500,57
3647500,2455500,54.5
3648500,2455500,109
3649500,2455500,37
3650500,2455500,2
3651500,2455500,12
3652500,2455500,22
3653500,2455500,15.5
3654500,2455500,27.5
3655500,2455500,64
3656500,2455500,149
3657500,2455500,4
3658500,2455500,2
3659500,2455500,44
3660500,2455500,14
3661500,2455500,10
3664500,2455500,2
3669500,2455500,3
3670500,2455500,25
3671500,2455500,29
3672500,2455500,34
3673500,2455500,36
3674500,2455500,71
3675500,2455500,22
3676500,2455500,93.5
3677500,2455500,130.5
3678500,2455500,38
3679500,2455500,47
3680500,2455500,1
3681500,2455500,2
3683500,2455500,13.5
3684500,2455500,6
3686500,2455500,5
3687500,2455500,1
3689500,2455500,9
3690500,2455500,2
3691500,2455500,5
3693500,2455500,8
3695500,2455500,7
3696500,2455500,2
3697500,2455500,2
3642500,2456500,36
3643500,2456500,9.5
3644500,2456500,22
3645500,2456500,41
3647500,2456500,54.5
3648500,2456500,270
3649500,2456500,1
3651500,2456500,15
3652500,2456500,18
3653500,2456500,18
3654500,2456500,112.5
3655500,2456500,163
3656500,2456500,46
3657500,2456500,74
3659500,2456500,38
3661500,2456500,40
3662500,2456500,1
3664500,2456500,12
3666500,2456500,2
3667500,2456500,19
3668500,2456500,29
3669500,2456500,22.5
3670500,2456500,42
3672500,2456500,35
3673500,2456500,30
3674500,2456500,303
3675500,2456500,30
3676500,2456500,33
3677500,2456500,16
3678500,2456500,41
3679500,2456500,88
3680500,2456500,119
3681500,2456500,12
3682500,2456500,20
3683500,2456500,3
3684500,2456500,7
3685500,2456500,13
3686500,2456500,9
3687500,2456500,10
3688500,2456500,11
3690500,2456500,8
3691500,2456500,7
3692500,2456500,14
3693500,2456500,33
3694500,2456500,13
3695500,2456500,4
3696500,2456500,2
3645500,2457500,7.5
3646500,2457500,17
3647500,2457500,2
3648500,2457500,124
3649500,2457500,14
3650500,2457500,56
3651500,2457500,14
3652500,2457500,29
3653500,2457500,24
3654500,2457500,21
3655500,2457500,41
3656500,2457500,6
3657500,2457500,51.5
3658500,2457500,58
3659500,2457500,5
3660500,2457500,8
3661500,2457500,12
3662500,2457500,10
