"x","y","Ind"
3623500,2415500,45
3624500,2415500,14
3625500,2415500,21
3626500,2415500,64
3627500,2415500,45
3628500,2415500,16
3629500,2415500,66.5
3630500,2415500,124
3631500,2415500,63
3632500,2415500,136
3633500,2415500,208.5
3634500,2415500,61
3635500,2415500,69
3636500,2415500,460.5
3637500,2415500,2
3639500,2415500,11
3640500,2415500,44.5
3641500,2415500,4
3642500,2415500,19
3643500,2415500,37
3644500,2415500,149.5
3645500,2415500,70
3648500,2415500,20.5
3649500,2415500,2
3650500,2415500,6
3651500,2415500,17
3652500,2415500,12
3655500,2415500,9
3656500,2415500,10
3659500,2415500,7
3660500,2415500,1
3662500,2415500,1
3663500,2415500,21
3664500,2415500,1
3666500,2415500,3
3668500,2415500,4
3669500,2415500,16
3670500,2415500,8
3671500,2415500,10.5
3672500,2415500,11
3673500,2415500,10
3675500,2415500,36
3676500,2415500,112.5
3677500,2415500,6
3678500,2415500,13
3679500,2415500,34
3680500,2415500,2
3682500,2415500,4
3683500,2415500,55
3684500,2415500,15
3606500,2416500,89
3607500,2416500,10
3608500,2416500,11
3609500,2416500,19
3610500,2416500,15
3611500,2416500,16
3612500,2416500,17
3613500,2416500,24.5
3614500,2416500,6
3615500,2416500,9
3616500,2416500,2
3617500,2416500,21
3618500,2416500,14
3619500,2416500,12.5
3620500,2416500,32
3621500,2416500,65
3622500,2416500,38
3623500,2416500,23
3624500,2416500,2
3625500,2416500,4
3626500,2416500,18
3627500,2416500,28
3628500,2416500,30
3629500,2416500,9
3630500,2416500,25
3631500,2416500,6
3633500,2416500,2
3634500,2416500,89
3635500,2416500,250
3636500,2416500,546.5
3637500,2416500,16
3638500,2416500,50
3639500,2416500,44
3640500,2416500,83
3641500,2416500,30
3642500,2416500,2
3643500,2416500,11
3644500,2416500,24
3646500,2416500,9
3648500,2416500,62.5
3649500,2416500,12
3650500,2416500,5
3654500,2416500,6
3655500,2416500,1
3658500,2416500,16
3659500,2416500,3
3662500,2416500,2
3663500,2416500,2.5
3664500,2416500,14
3665500,2416500,23
3668500,2416500,2
3670500,2416500,2
3671500,2416500,1
3672500,2416500,3
3673500,2416500,5
3674500,2416500,4
3675500,2416500,12
3676500,2416500,3
3677500,2416500,22
3679500,2416500,38
3682500,2416500,10
3683500,2416500,5
3684500,2416500,14.5
3685500,2416500,15
3686500,2416500,15
3687500,2416500,30
3688500,2416500,29
3606500,2417500,34
3607500,2417500,23
3608500,2417500,27
3609500,2417500,65.5
3610500,2417500,17
3611500,2417500,28
3612500,2417500,86
3613500,2417500,20
3614500,2417500,39
3615500,2417500,42.5
3616500,2417500,40
3617500,2417500,129
3618500,2417500,31
3619500,2417500,73
3620500,2417500,212.5
3621500,2417500,176.5
3622500,2417500,74
3623500,2417500,208
3624500,2417500,3
3625500,2417500,36.5
3626500,2417500,22
3627500,2417500,55.5
3628500,2417500,43
3629500,2417500,26.5
3630500,2417500,4
3631500,2417500,88
3632500,2417500,90
3634500,2417500,5
3635500,2417500,490
3636500,2417500,58
3637500,2417500,10
3638500,2417500,48
3639500,2417500,78
3640500,2417500,11
3641500,2417500,98.5
3642500,2417500,30
3643500,2417500,1
3644500,2417500,42
3646500,2417500,3
3647500,2417500,39
3648500,2417500,16
3649500,2417500,4
3650500,2417500,5
3654500,2417500,16
3655500,2417500,9
3656500,2417500,13
3657500,2417500,2
3660500,2417500,2
3662500,2417500,4
3663500,2417500,2
3665500,2417500,3
3666500,2417500,16
3667500,2417500,4
3668500,2417500,12
3669500,2417500,3
3670500,2417500,4
3673500,2417500,1
3674500,2417500,5.5
3675500,2417500,11
3676500,2417500,15
3679500,2417500,4
3680500,2417500,6
3681500,2417500,13
3682500,2417500,11
3683500,2417500,105
3684500,2417500,57
3685500,2417500,40.5
3686500,2417500,54
3687500,2417500,75.5
3688500,2417500,29
3690500,2417500,36
3691500,2417500,945
3693500,2417500,104
3694500,2417500,57
3695500,2417500,7
3696500,2417500,42.5
3697500,2417500,68
3698500,2417500,283
3606500,2418500,198
3607500,2418500,36
3608500,2418500,60.5
3609500,2418500,66.5
3610500,2418500,124
3611500,2418500,15
3612500,2418500,93
3613500,2418500,25
3614500,2418500,47
3615500,2418500,71
3616500,2418500,568.5
3617500,2418500,256
3618500,2418500,148.5
3619500,2418500,92.5
3620500,2418500,891.5
3621500,2418500,305
3622500,2418500,18
3623500,2418500,101
3624500,2418500,6
3626500,2418500,94.5
3627500,2418500,6
3628500,2418500,32
3629500,2418500,2
3630500,2418500,41
3631500,2418500,124.5
3632500,2418500,115
3633500,2418500,89.5
3636500,2418500,109
3637500,2418500,93.5
3638500,2418500,56
3641500,2418500,109
3642500,2418500,121.5
3643500,2418500,6
3645500,2418500,1
3646500,2418500,32.5
3647500,2418500,46
3648500,2418500,8
3649500,2418500,9
3650500,2418500,3
3651500,2418500,3
3658500,2418500,10
3659500,2418500,35
3663500,2418500,3
3665500,2418500,5
3666500,2418500,15
3667500,2418500,77.5
3669500,2418500,3
3670500,2418500,3
3672500,2418500,1
3673500,2418500,5
3677500,2418500,4
3680500,2418500,4
3681500,2418500,44
3682500,2418500,11
3683500,2418500,28
3684500,2418500,144.5
3685500,2418500,37
3686500,2418500,17
3687500,2418500,31
3688500,2418500,32.5
3689500,2418500,27.5
3690500,2418500,29
3691500,2418500,1022
3692500,2418500,796.5
3693500,2418500,66
3694500,2418500,61
3695500,2418500,24
3696500,2418500,60
3697500,2418500,54
3698500,2418500,18
3699500,2418500,2
3700500,2418500,24
3701500,2418500,123
3606500,2419500,52.5
3607500,2419500,38.5
3608500,2419500,38
3609500,2419500,16
3610500,2419500,162
3611500,2419500,23
3612500,2419500,134
3613500,2419500,97
3614500,2419500,44
3615500,2419500,51
3616500,2419500,323.5
3617500,2419500,56
3618500,2419500,15
3619500,2419500,65
3620500,2419500,142.5
3621500,2419500,103.5
3623500,2419500,2
3624500,2419500,31
3625500,2419500,21
3626500,2419500,10
3627500,2419500,4
3628500,2419500,32
3631500,2419500,34
3632500,2419500,61.5
3633500,2419500,51
3634500,2419500,52
3635500,2419500,41
3636500,2419500,38.5
3637500,2419500,12
3638500,2419500,29.5
3639500,2419500,32
3640500,2419500,9
3641500,2419500,23
3642500,2419500,49
3643500,2419500,58
3644500,2419500,21
3645500,2419500,8
3648500,2419500,1
3649500,2419500,6
3650500,2419500,1
3651500,2419500,3
3652500,2419500,13
3653500,2419500,2
3654500,2419500,4
3655500,2419500,2
3656500,2419500,12.5
3659500,2419500,10
3660500,2419500,6
3662500,2419500,6
3663500,2419500,4
3666500,2419500,5
3667500,2419500,9
3668500,2419500,3
3669500,2419500,15
3670500,2419500,10
3671500,2419500,11
3673500,2419500,5
3674500,2419500,4
3675500,2419500,1
3676500,2419500,2
3678500,2419500,7
3679500,2419500,26
3680500,2419500,100.5
3681500,2419500,75
3682500,2419500,86
3683500,2419500,8
3684500,2419500,18
3685500,2419500,21
3686500,2419500,30
3687500,2419500,54
3688500,2419500,22.5
3689500,2419500,35
3690500,2419500,17
3691500,2419500,124.5
3692500,2419500,18
3693500,2419500,24
3694500,2419500,29
3695500,2419500,83
3696500,2419500,4
3697500,2419500,11
3698500,2419500,42.5
3699500,2419500,16
3700500,2419500,11
3701500,2419500,10
3606500,2420500,40
3608500,2420500,37.5
3609500,2420500,2
3610500,2420500,18
3611500,2420500,112
3612500,2420500,371.5
3613500,2420500,29
3614500,2420500,37.5
3615500,2420500,34
3616500,2420500,10
3617500,2420500,22
3618500,2420500,20
3619500,2420500,44.5
3620500,2420500,28
3621500,2420500,50.5
3622500,2420500,59
3623500,2420500,6
3624500,2420500,36
3625500,2420500,3
3626500,2420500,9
3627500,2420500,6
3628500,2420500,4
3629500,2420500,3
3630500,2420500,19
3631500,2420500,16
3632500,2420500,12
3633500,2420500,10
3634500,2420500,14
3635500,2420500,75
3636500,2420500,172
3637500,2420500,65
3638500,2420500,59
3639500,2420500,43.5
3640500,2420500,10
3641500,2420500,3
3643500,2420500,1
3644500,2420500,33
3645500,2420500,1
3648500,2420500,7
3649500,2420500,2
3650500,2420500,4
3651500,2420500,3
3652500,2420500,7
3654500,2420500,19
3655500,2420500,4
3656500,2420500,11
3657500,2420500,16
3658500,2420500,16
3661500,2420500,1
3662500,2420500,3
3663500,2420500,69
3666500,2420500,4
3667500,2420500,6
3668500,2420500,11
3669500,2420500,34
3670500,2420500,7
3671500,2420500,14
3672500,2420500,69
3673500,2420500,5
3674500,2420500,1
3676500,2420500,3
3677500,2420500,11
3679500,2420500,16
3680500,2420500,155
3681500,2420500,104
3682500,2420500,23
3683500,2420500,68.5
3684500,2420500,53
3685500,2420500,21
3686500,2420500,11
3687500,2420500,71
3688500,2420500,58
3689500,2420500,110.5
3690500,2420500,146
3691500,2420500,208.5
3692500,2420500,84.5
3693500,2420500,99.5
3694500,2420500,49
3695500,2420500,14
3696500,2420500,51
3697500,2420500,18
3698500,2420500,11
3699500,2420500,11
3700500,2420500,4
3701500,2420500,12
3702500,2420500,1
3606500,2421500,24.5
3607500,2421500,41
3608500,2421500,11
3609500,2421500,8
3610500,2421500,5
3611500,2421500,5
3612500,2421500,9
3613500,2421500,9
3615500,2421500,34
3616500,2421500,36
3617500,2421500,16
3618500,2421500,33.5
3619500,2421500,19
3620500,2421500,4
3621500,2421500,33
3622500,2421500,24
3623500,2421500,8
3624500,2421500,65.5
3625500,2421500,16
3626500,2421500,3
3627500,2421500,28
3628500,2421500,12
3629500,2421500,77
3630500,2421500,17
3631500,2421500,8
3632500,2421500,9
3633500,2421500,18
3634500,2421500,49.5
3635500,2421500,20
3636500,2421500,21
3637500,2421500,97
3638500,2421500,16
3639500,2421500,21
3640500,2421500,3
3641500,2421500,36
3642500,2421500,25
3643500,2421500,22
3644500,2421500,26
3645500,2421500,1
3646500,2421500,2
3647500,2421500,40
3648500,2421500,17
3649500,2421500,1
3650500,2421500,4
3651500,2421500,13
3652500,2421500,100
3653500,2421500,2
3654500,2421500,37
3655500,2421500,8
3656500,2421500,4
3657500,2421500,4
3658500,2421500,6
3661500,2421500,1
3662500,2421500,1
3663500,2421500,30
3664500,2421500,12
3666500,2421500,1
3668500,2421500,8
3669500,2421500,20
3670500,2421500,15
3671500,2421500,4
3672500,2421500,18
3673500,2421500,19
3674500,2421500,6
3675500,2421500,8
3677500,2421500,9
3678500,2421500,25
3679500,2421500,44
3681500,2421500,12
3682500,2421500,26
3683500,2421500,24
3684500,2421500,142.5
3685500,2421500,91
3686500,2421500,47
3687500,2421500,37.5
3688500,2421500,269
3689500,2421500,267
3690500,2421500,77.5
3691500,2421500,108.5
3692500,2421500,107
3693500,2421500,47
3694500,2421500,120.5
3695500,2421500,92
3696500,2421500,112.5
3697500,2421500,31
3698500,2421500,21
3699500,2421500,24.5
3700500,2421500,28
3701500,2421500,34
3702500,2421500,32
3605500,2422500,36
3606500,2422500,20
3607500,2422500,19
3608500,2422500,2
3609500,2422500,85.5
3610500,2422500,17
3611500,2422500,3
3612500,2422500,15
3614500,2422500,16
3615500,2422500,15
3616500,2422500,22
3617500,2422500,5
3618500,2422500,9
3619500,2422500,3
3620500,2422500,13
3621500,2422500,13
3622500,2422500,6
3623500,2422500,34
3624500,2422500,20
3625500,2422500,26
3627500,2422500,52
3628500,2422500,9
3629500,2422500,7
3630500,2422500,15
3631500,2422500,31
3632500,2422500,132
3633500,2422500,237
3634500,2422500,13
3635500,2422500,20
3636500,2422500,33
3637500,2422500,35
3638500,2422500,25
3639500,2422500,20
3640500,2422500,5
3641500,2422500,2
3642500,2422500,4
3643500,2422500,12
3644500,2422500,31
3647500,2422500,16
3648500,2422500,32.5
3649500,2422500,15
3650500,2422500,2
3651500,2422500,6
3652500,2422500,26.5
3653500,2422500,4
3654500,2422500,7.5
3657500,2422500,4
3658500,2422500,7
3659500,2422500,1
3664500,2422500,1
3669500,2422500,1
3670500,2422500,13
3671500,2422500,8
3672500,2422500,22.5
3673500,2422500,39.5
3674500,2422500,8
3675500,2422500,11
3676500,2422500,1
3677500,2422500,1
3678500,2422500,14.5
3679500,2422500,32
3680500,2422500,36
3681500,2422500,38.5
3682500,2422500,104
3683500,2422500,78
3684500,2422500,75
3685500,2422500,96
3686500,2422500,506
3687500,2422500,836
3688500,2422500,2410
3689500,2422500,1701.5
3690500,2422500,119
3691500,2422500,30
3692500,2422500,125
3693500,2422500,26.5
3694500,2422500,84
3695500,2422500,67.5
3696500,2422500,41
3697500,2422500,11
3698500,2422500,12
3699500,2422500,11
3700500,2422500,24
3701500,2422500,43
3702500,2422500,13
3605500,2423500,13
3606500,2423500,12
3607500,2423500,30
3608500,2423500,18
3609500,2423500,5
3610500,2423500,4
3611500,2423500,20
3612500,2423500,59
3613500,2423500,45
3614500,2423500,22
3615500,2423500,15
3616500,2423500,22
3617500,2423500,10
3618500,2423500,2
3619500,2423500,9
3620500,2423500,20
3621500,2423500,4
3622500,2423500,2
3623500,2423500,14
3624500,2423500,4
3625500,2423500,17
3627500,2423500,36
3628500,2423500,4
3629500,2423500,8
3630500,2423500,3
3631500,2423500,17
3632500,2423500,70
3633500,2423500,74.5
3634500,2423500,16
3636500,2423500,17
3637500,2423500,58
3638500,2423500,8
3639500,2423500,1
3640500,2423500,40
3641500,2423500,31
3642500,2423500,35
3643500,2423500,9
3644500,2423500,21
3645500,2423500,23
3646500,2423500,15
3647500,2423500,1
3648500,2423500,2
3649500,2423500,6
3650500,2423500,36
3651500,2423500,8
3652500,2423500,26
3653500,2423500,7
3654500,2423500,4
3655500,2423500,3
3656500,2423500,5
3659500,2423500,2
3660500,2423500,4
3663500,2423500,5
3664500,2423500,2
3667500,2423500,7
3669500,2423500,12
3675500,2423500,5
3676500,2423500,6
3677500,2423500,57
3678500,2423500,52
3679500,2423500,10
3680500,2423500,28.5
3681500,2423500,103
3682500,2423500,17
3683500,2423500,15
3684500,2423500,53
3685500,2423500,61
3686500,2423500,145.5
3687500,2423500,220
3688500,2423500,656
3689500,2423500,648.5
3690500,2423500,24
3691500,2423500,68
3692500,2423500,144
3693500,2423500,11
3694500,2423500,29
3695500,2423500,14
3696500,2423500,29
3697500,2423500,8
3698500,2423500,13
3699500,2423500,22
3700500,2423500,27
3701500,2423500,20
3604500,2424500,19
3605500,2424500,7
3606500,2424500,22
3607500,2424500,16
3608500,2424500,6
3610500,2424500,17
3611500,2424500,7
3612500,2424500,15
3613500,2424500,16.5
3614500,2424500,8
3615500,2424500,16
3616500,2424500,32
3617500,2424500,44.5
3618500,2424500,18
3619500,2424500,53
3620500,2424500,28
3621500,2424500,10
3622500,2424500,3
3623500,2424500,6
3624500,2424500,21
3625500,2424500,36
3626500,2424500,27
3627500,2424500,12
3629500,2424500,15
3630500,2424500,33
3631500,2424500,22
3633500,2424500,6
3634500,2424500,10
3635500,2424500,4
3636500,2424500,3
3637500,2424500,5
3639500,2424500,8
3640500,2424500,34
3641500,2424500,89
3642500,2424500,33
3643500,2424500,8
3644500,2424500,2
3645500,2424500,2
3646500,2424500,19
3647500,2424500,6
3648500,2424500,19
3649500,2424500,19
3650500,2424500,1
3651500,2424500,11
3652500,2424500,53
3653500,2424500,14
3654500,2424500,23
3655500,2424500,18
3656500,2424500,7
3657500,2424500,11
3658500,2424500,31
3661500,2424500,1
3663500,2424500,7
3664500,2424500,12
3665500,2424500,3
3668500,2424500,5
3669500,2424500,2
3670500,2424500,4
3676500,2424500,10
3677500,2424500,34
3678500,2424500,16
3679500,2424500,33
3680500,2424500,20
3681500,2424500,119
3682500,2424500,27
3683500,2424500,60
3684500,2424500,28
3685500,2424500,132
3686500,2424500,41
3687500,2424500,97
3688500,2424500,89
3689500,2424500,111.5
3690500,2424500,81
3691500,2424500,19
3693500,2424500,20
3694500,2424500,21
3695500,2424500,10
3696500,2424500,3
3697500,2424500,22
3698500,2424500,3
3699500,2424500,13
3700500,2424500,14
3605500,2425500,11
3608500,2425500,30
3609500,2425500,6
3610500,2425500,3
3611500,2425500,2
3612500,2425500,9
3613500,2425500,20
3614500,2425500,11
3615500,2425500,1
3616500,2425500,9
3617500,2425500,8
3618500,2425500,12
3619500,2425500,15
3620500,2425500,46
3621500,2425500,8
3622500,2425500,17
3623500,2425500,2
3624500,2425500,4
3625500,2425500,7
3626500,2425500,24
3627500,2425500,15
3629500,2425500,40
3630500,2425500,151
3631500,2425500,11
3632500,2425500,7
3633500,2425500,1
3634500,2425500,40
3636500,2425500,2
3637500,2425500,22
3638500,2425500,24
3639500,2425500,5
3640500,2425500,9
3641500,2425500,10
3643500,2425500,13
3644500,2425500,10
3645500,2425500,2
3646500,2425500,40
3647500,2425500,2
3648500,2425500,3
3649500,2425500,1
3650500,2425500,6
3651500,2425500,1
3652500,2425500,5
3653500,2425500,8
3654500,2425500,6
3655500,2425500,4
3656500,2425500,5
3657500,2425500,5
3658500,2425500,20
3659500,2425500,8
3661500,2425500,7
3669500,2425500,1
3671500,2425500,38
3672500,2425500,42
3673500,2425500,5
3674500,2425500,13
3675500,2425500,6
3676500,2425500,23
3679500,2425500,59
3680500,2425500,35
3683500,2425500,50
3684500,2425500,182.5
3685500,2425500,40
3686500,2425500,31
3687500,2425500,138.5
3688500,2425500,118
3689500,2425500,116
3690500,2425500,41.5
3691500,2425500,13
3692500,2425500,22
3693500,2425500,20
3694500,2425500,37
3695500,2425500,8
3696500,2425500,4
3697500,2425500,26.5
3698500,2425500,29
3699500,2425500,37
3700500,2425500,19
3610500,2426500,2
3611500,2426500,4
3612500,2426500,12
3614500,2426500,11
3615500,2426500,11
3616500,2426500,14
3617500,2426500,8
3618500,2426500,13
3619500,2426500,18
3620500,2426500,11
3621500,2426500,35
3622500,2426500,82.5
3623500,2426500,5
3624500,2426500,11
3625500,2426500,11
3626500,2426500,17
3627500,2426500,39
3628500,2426500,8
3629500,2426500,10
3630500,2426500,9
3631500,2426500,7
3632500,2426500,28
3633500,2426500,10
3634500,2426500,12
3635500,2426500,2
3636500,2426500,21.5
3637500,2426500,31
3638500,2426500,55.5
3639500,2426500,9
3641500,2426500,6
3643500,2426500,19
3644500,2426500,17
3645500,2426500,7
3646500,2426500,3
3647500,2426500,19.5
3648500,2426500,25
3649500,2426500,1
3650500,2426500,10
3651500,2426500,2
3652500,2426500,5
3653500,2426500,17
3655500,2426500,5
3656500,2426500,5
3657500,2426500,21
3658500,2426500,14
3659500,2426500,6
3661500,2426500,7
3668500,2426500,8
3669500,2426500,3
3670500,2426500,7
3671500,2426500,23
3672500,2426500,66.5
3674500,2426500,6
3676500,2426500,3
3679500,2426500,43.5
3680500,2426500,74
3681500,2426500,28.5
3682500,2426500,8
3683500,2426500,20
3684500,2426500,2
3685500,2426500,41
3686500,2426500,76
3687500,2426500,96
3688500,2426500,20
3689500,2426500,73
3690500,2426500,28
3691500,2426500,8
3692500,2426500,82
3693500,2426500,34.5
3694500,2426500,13
3695500,2426500,15
3696500,2426500,43
3697500,2426500,8
3698500,2426500,65.5
3699500,2426500,86
3700500,2426500,22
3612500,2427500,9
3613500,2427500,8
3614500,2427500,4
3615500,2427500,6.5
3616500,2427500,18
3617500,2427500,12.5
3618500,2427500,10
3619500,2427500,118
3620500,2427500,19
3622500,2427500,29
3623500,2427500,1
3624500,2427500,10
3625500,2427500,12
3626500,2427500,12
3628500,2427500,16
3629500,2427500,13
3630500,2427500,13
3631500,2427500,60
3632500,2427500,72
3633500,2427500,5
3635500,2427500,1
3636500,2427500,11
3637500,2427500,7
3638500,2427500,4
3639500,2427500,5
3640500,2427500,6
3641500,2427500,12
3642500,2427500,37
3643500,2427500,2
3646500,2427500,15
3647500,2427500,25.5
3649500,2427500,3
3651500,2427500,2
3652500,2427500,12
3653500,2427500,1
3654500,2427500,10
3655500,2427500,9
3657500,2427500,38
3658500,2427500,47
3667500,2427500,7
3668500,2427500,95
3671500,2427500,9
3673500,2427500,5
3674500,2427500,52.5
3675500,2427500,2
3676500,2427500,6
3677500,2427500,4
3679500,2427500,78.5
3680500,2427500,11
3681500,2427500,3
3682500,2427500,10
3683500,2427500,35
3684500,2427500,9
3685500,2427500,24
3686500,2427500,58
3687500,2427500,111
3688500,2427500,10
3689500,2427500,20
3690500,2427500,7
3691500,2427500,16
3692500,2427500,29
3693500,2427500,13
3695500,2427500,42
3696500,2427500,10
3697500,2427500,21
3698500,2427500,191.5
3699500,2427500,456
3700500,2427500,53
3614500,2428500,1
3615500,2428500,7
3616500,2428500,31
3617500,2428500,3
3618500,2428500,10
3619500,2428500,16
3620500,2428500,36
3621500,2428500,4
3623500,2428500,10
3624500,2428500,4
3625500,2428500,2
3626500,2428500,53
3627500,2428500,4
3628500,2428500,19
3629500,2428500,11.5
3630500,2428500,9
3631500,2428500,10
3632500,2428500,22
3633500,2428500,9
3634500,2428500,6
3635500,2428500,5
3636500,2428500,16
3637500,2428500,8
3638500,2428500,27
3639500,2428500,57
3640500,2428500,21
3641500,2428500,19
3642500,2428500,5
3643500,2428500,3
3644500,2428500,13
3645500,2428500,11
3647500,2428500,17
3648500,2428500,1
3649500,2428500,26
3650500,2428500,7
3652500,2428500,14
3653500,2428500,12
3654500,2428500,48.5
3656500,2428500,9
3657500,2428500,2
3658500,2428500,8.5
3664500,2428500,24
3665500,2428500,55
3668500,2428500,72
3669500,2428500,8
3671500,2428500,3
3672500,2428500,4
3673500,2428500,151.5
3674500,2428500,273
3675500,2428500,26
3676500,2428500,15
3678500,2428500,15.5
3679500,2428500,115
3680500,2428500,24
3681500,2428500,15
3682500,2428500,30.5
3683500,2428500,7
3684500,2428500,15
3685500,2428500,63
3686500,2428500,38
3687500,2428500,26
3688500,2428500,22
3689500,2428500,27
3690500,2428500,22
3691500,2428500,9
3692500,2428500,7
3693500,2428500,4
3694500,2428500,10
3695500,2428500,28
3696500,2428500,5
3697500,2428500,16
3698500,2428500,79
3699500,2428500,111
3700500,2428500,67.5
3614500,2429500,4
3615500,2429500,8
3616500,2429500,4
3617500,2429500,13
3618500,2429500,2
3619500,2429500,29
3620500,2429500,2
3621500,2429500,4
3622500,2429500,27
3624500,2429500,22
3625500,2429500,4
3626500,2429500,9
3627500,2429500,2
3628500,2429500,7
3629500,2429500,2
3630500,2429500,9
3631500,2429500,4
3632500,2429500,10
3633500,2429500,5
3636500,2429500,19
3637500,2429500,19
3638500,2429500,12
3639500,2429500,21
3640500,2429500,4
3641500,2429500,9
3642500,2429500,8
3643500,2429500,14
3644500,2429500,30
3645500,2429500,10
3646500,2429500,11
3650500,2429500,7
3651500,2429500,16
3652500,2429500,1
3653500,2429500,26
3654500,2429500,17
3655500,2429500,15
3656500,2429500,16
3657500,2429500,7
3658500,2429500,26.5
3664500,2429500,1
3665500,2429500,9
3668500,2429500,21.5
3669500,2429500,6
3670500,2429500,2
3671500,2429500,3
3673500,2429500,7
3674500,2429500,11
3678500,2429500,4
3679500,2429500,10
3680500,2429500,25
3681500,2429500,18
3682500,2429500,97
3683500,2429500,48
3684500,2429500,57
3685500,2429500,48
3686500,2429500,66
3687500,2429500,22
3688500,2429500,18
3689500,2429500,33
3690500,2429500,39
3691500,2429500,20
3692500,2429500,11
3693500,2429500,2
3694500,2429500,13
3695500,2429500,10
3696500,2429500,21
3697500,2429500,19
3698500,2429500,41.5
3699500,2429500,47
3700500,2429500,29
3615500,2430500,18
3617500,2430500,4
3618500,2430500,16
3619500,2430500,9
3620500,2430500,1
3622500,2430500,8
3623500,2430500,44
3624500,2430500,18
3625500,2430500,4
3626500,2430500,6
3627500,2430500,24
3628500,2430500,34
3629500,2430500,9
3630500,2430500,21
3631500,2430500,4
3633500,2430500,5
3637500,2430500,24
3638500,2430500,1
3639500,2430500,9
3640500,2430500,6
3641500,2430500,42
3642500,2430500,7
3644500,2430500,3
3645500,2430500,6
3646500,2430500,9
3647500,2430500,10
3648500,2430500,4
3649500,2430500,10
3650500,2430500,3
3651500,2430500,25
3652500,2430500,353.5
3653500,2430500,23
3654500,2430500,11
3655500,2430500,2
3656500,2430500,4
3657500,2430500,41
3664500,2430500,8
3667500,2430500,4
3668500,2430500,3
3671500,2430500,4
3672500,2430500,1
3673500,2430500,7
3674500,2430500,7
3676500,2430500,91.5
3677500,2430500,143
3678500,2430500,17
3679500,2430500,18
3680500,2430500,53
3681500,2430500,27
3682500,2430500,36
3683500,2430500,15
3684500,2430500,26
3685500,2430500,23
3686500,2430500,263
3687500,2430500,51
3688500,2430500,8
3689500,2430500,5
3690500,2430500,12
3691500,2430500,16
3692500,2430500,11
3693500,2430500,19
3694500,2430500,22
3695500,2430500,6
3696500,2430500,10
3697500,2430500,6
3698500,2430500,7
3699500,2430500,1
3700500,2430500,11
3616500,2431500,4
3617500,2431500,4
3618500,2431500,8
3619500,2431500,7
3620500,2431500,2
3621500,2431500,8
3622500,2431500,2
3623500,2431500,55
3624500,2431500,29.5
3625500,2431500,11
3626500,2431500,14
3627500,2431500,48
3628500,2431500,4
3629500,2431500,5
3630500,2431500,11
3631500,2431500,16
3632500,2431500,90
3633500,2431500,33
3634500,2431500,21
3636500,2431500,6
3637500,2431500,5
3639500,2431500,14
3641500,2431500,6
3642500,2431500,265.5
3643500,2431500,12
3644500,2431500,2
3645500,2431500,11
3646500,2431500,4
3647500,2431500,3
3648500,2431500,22
3649500,2431500,2
3651500,2431500,20
3652500,2431500,32
3653500,2431500,31
3654500,2431500,15
3655500,2431500,14
3656500,2431500,16
3657500,2431500,15
3658500,2431500,1
3659500,2431500,18.5
3660500,2431500,18
3663500,2431500,4.5
3665500,2431500,1
3667500,2431500,3
3668500,2431500,2
3669500,2431500,9
3670500,2431500,9
3671500,2431500,3
3672500,2431500,29
3673500,2431500,10
3676500,2431500,151
3677500,2431500,155
3679500,2431500,2
3680500,2431500,29
3681500,2431500,17
3682500,2431500,27
3683500,2431500,6
3684500,2431500,16
3685500,2431500,5
3686500,2431500,4
3687500,2431500,18
3688500,2431500,7
3689500,2431500,13
3690500,2431500,5
3691500,2431500,2
3692500,2431500,12
3693500,2431500,7
3694500,2431500,62
3695500,2431500,4
3696500,2431500,19
3697500,2431500,6
3698500,2431500,19
3618500,2432500,9
3619500,2432500,6
3622500,2432500,12
3623500,2432500,10
3624500,2432500,38
3625500,2432500,37
3626500,2432500,45
3627500,2432500,63
3628500,2432500,22
3629500,2432500,3
3630500,2432500,20
3631500,2432500,32
3632500,2432500,38
3633500,2432500,22
3634500,2432500,24
3636500,2432500,15
3637500,2432500,1
3638500,2432500,22
3639500,2432500,19
3640500,2432500,35
3641500,2432500,2
3642500,2432500,34
3643500,2432500,40
3644500,2432500,3
3645500,2432500,54
3646500,2432500,34
3648500,2432500,37
3649500,2432500,3
3650500,2432500,4
3652500,2432500,7
3653500,2432500,3
3654500,2432500,8
3655500,2432500,1
3656500,2432500,2
3658500,2432500,3
3659500,2432500,11
3660500,2432500,12
3664500,2432500,2
3665500,2432500,11
3668500,2432500,5
3669500,2432500,4
3670500,2432500,13
3671500,2432500,3
3675500,2432500,30.5
3676500,2432500,8
3677500,2432500,4
3678500,2432500,11
3680500,2432500,47
3681500,2432500,14
3682500,2432500,64
3683500,2432500,11
3684500,2432500,22
3685500,2432500,11
3686500,2432500,1
3687500,2432500,8
3688500,2432500,3
3689500,2432500,8
3690500,2432500,10
3691500,2432500,2
3692500,2432500,8
3693500,2432500,1
3694500,2432500,8
3695500,2432500,20
3696500,2432500,13
3697500,2432500,7
3698500,2432500,16
3619500,2433500,9
3620500,2433500,12
3621500,2433500,5
3623500,2433500,6
3624500,2433500,58
3625500,2433500,337
3626500,2433500,15
3627500,2433500,7
3628500,2433500,9
3629500,2433500,9
3630500,2433500,2
3631500,2433500,7
3632500,2433500,7
3633500,2433500,13
3634500,2433500,5
3635500,2433500,15
3636500,2433500,6
3637500,2433500,3
3638500,2433500,61
3639500,2433500,27
3640500,2433500,3
3642500,2433500,7
3643500,2433500,26
