"INSEE_COM","ACT","IND","SACT","SACT_IND"
"46294",25.3521126760564,10.1408450704225,17.853600476096,40
"46295",67.4728260869565,10.3804347826087,33.5685701925157,15.3846153846154
"46296",145.328798185952,5.01133786848112,32.8798185941069,3.44827586206897
"46297",235.674125071715,15.0430292598967,19.5094474397115,6.38297872340426
"46299",20,10,16.6666666666667,50
"46301",135.26333033112,35.0682708265868,26.3158230216187,25.9259259259259
"46302",25.9124087591241,5.18248175182482,18.7771077964667,20
"46303",10,10,7.8125,100
"46304",30,5,22.2222222222222,16.6666666666667
"46305",73.529411764706,0,24.2671325956125,0
"46306",15,5,17.4418604651163,33.3333333333333
"46307",144.316037735849,19.9056603773585,22.5493808962264,13.7931034482759
"46308",24.7549019607843,0,24.2695117262591,0
"46309",690.726370582231,51.173641598009,21.2989938508243,7.40867060785205
"46310",44.2622950819673,0,36.2805697393174,0
"46311",324.880174291939,65.9912854030502,24.2267094923146,20.3125
"46312",120,10,44.1176470588235,8.33333333333333
"46313",148.874239917107,56.4657039114901,34.6219162597923,37.928458236247
"46314",81.9957157882331,19.2931095972313,47.6719277838565,23.5294117647059
"46315",24.5738636363637,9.82954545454546,14.4552139037433,40
"46316",95,15,32.4232081911263,15.7894736842105
"46317",186.444906444907,29.4386694386695,39.0869824832089,15.7894736842105
"46318",30.7042253521127,5.11737089201878,13.5859404212888,16.6666666666667
"46319",74.5588235294118,24.8529411764706,43.8581314878893,33.3333333333333
"46320",61.1356466876971,10.1892744479495,19.1048895899053,16.6666666666667
"46321",50.1344086021505,10.0268817204301,13.4769915597179,20
"46322",274.661746617466,24.9692496924969,33.783732671275,9.09090909090909
"46323",20,10,20.6185567010309,50
"46324",60,20,27.7777777777778,33.3333333333333
"46328",55.2929347809752,15.2070940988922,17.0657206114121,27.5027798020309
"46329",88.9544194266672,10.3801460430884,27.3705905928207,11.669061649765
"46330",280,45,21.4888718342287,16.0714285714286
"46332",84.5029848082812,14.9052496764911,25.8418913786793,17.6387256737828
"46333",53.7428571428572,19.5428571428572,30.7102040816327,36.3636363636364
"46334",407.243456353948,25.4110341526335,25.6935934608169,6.23976487679842
"46335",120,15,30.2267002518892,12.5
"46336",95,15,27.2988505747126,15.7894736842105
"46337",65,10,25.390625,15.3846153846154
"46338",14.8170731707317,0,18.755788823711,0
"46339",150.654920756486,36.4129780772266,42.7996933967291,24.1697900701719
"46340",105.575342465753,10.0547945205479,28.9247513604804,9.52380952380952
